sen	label	f_w	f_p	f_weight	p_weight
wow , kid drink vodka in the back of the room during a lecture . you guy be classy .	1	0	0	[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]	[0.0238841213285923, 0.17245428264141083, 0.023339148610830307, 0.02333945780992508, 0.023339148610830307, 0.023339148610830307, 0.17245428264141083, 0.023339148610830307, 0.023339148610830307, 0.023384304717183113, 0.023339148610830307, 0.023339148610830307, 0.023339148610830307, 0.023339176550507545, 0.023339154198765755, 0.02686796896159649, 0.17245256900787354, 0.023339148610830307, 0.023339148610830307, 0.10509312152862549]
love be leave alone in the hall while people go and sing loner	1	0	0	[0.1806560754776001, 0.1806560754776001, 0.02655215747654438, 0.024449139833450317, 0.024449139833450317, 0.024449193850159645, 0.024472398683428764, 0.0299421064555645, 0.024449851363897324, 0.024799110367894173, 0.03397601842880249, 0.024449404329061508, 0.024755658581852913, 0.04104231297969818, 0.029172707349061966, 0.024449139833450317, 0.17956651747226715, 0.024516677483916283, 0.024449169635772705, 0.028747139498591423]	[0.12899339199066162, 0.12899339199066162, 0.12899339199066162, 0.017457356676459312, 0.017457356676459312, 0.11062957346439362, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.12899339199066162, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.12899339199066162, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.017457617446780205, 0.017457356676459312]
this weekend be gon na fuck suck can t wait	1	0	0	[0.05366046726703644, 0.039088934659957886, 0.06597145646810532, 0.06360699236392975, 0.00910956971347332, 0.06598666310310364, 0.02668493054807186, 0.06598817557096481, 0.06539756804704666, 0.009988781996071339, 0.044987503439188004, 0.03136015310883522, 0.02298646792769432, 0.042150650173425674, 0.06598834693431854, 0.06598834693431854, 0.06598826497793198, 0.06598834693431854, 0.06539756804704666, 0.06368082761764526]	[0.012903217226266861, 0.012903217226266861, 0.09534259885549545, 0.013149907812476158, 0.012903217226266861, 0.012903217226266861, 0.012903227470815182, 0.012903217226266861, 0.09534259885549545, 0.012903217226266861, 0.09534259885549545, 0.012903217226266861, 0.09534259885549545, 0.012903217226266861, 0.012903217226266861, 0.09534259885549545, 0.09534259885549545, 0.09534259885549545, 0.09534259885549545, 0.09507712721824646]
i can do what i want to . i play by my own rule : purple_heart :	0	1	1	[0.024779552593827248, 0.024779552593827248, 0.025178734213113785, 0.05290176346898079, 0.03757256269454956, 0.024779552593827248, 0.024781160056591034, 0.18309751152992249, 0.024791434407234192, 0.024787554517388344, 0.025892410427331924, 0.18309153616428375, 0.024779552593827248, 0.024781541898846626, 0.024779552593827248, 0.1695263534784317, 0.024788985028862953, 0.024779576808214188, 0.024779552593827248, 0.025351546704769135]	[0.12651881575584412, 0.12651881575584412, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034, 0.018220562487840652, 0.017356406897306442, 0.12651881575584412, 0.12651881575584412, 0.12651881575584412, 0.017122458666563034, 0.12635940313339233, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034, 0.017122458666563034]
thanks for show me how real christian act . ur such a good example .	0	0	0	[0.009659478440880775, 0.015851764008402824, 0.07084048539400101, 0.06199643388390541, 0.013691453263163567, 0.07133942097425461, 0.07133067399263382, 0.024534231051802635, 0.06199643388390541, 0.07134445756673813, 0.009979027323424816, 0.01995706930756569, 0.07133360207080841, 0.07130216062068939, 0.07134843617677689, 0.05932072922587395, 0.07134246826171875, 0.07134600728750229, 0.07134846597909927, 0.010137236677110195]	[0.030508199706673622, 0.22542506456375122, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.22542637586593628, 0.030509261414408684, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622, 0.030508199706673622]
user well do for understand kayla ! your a dickhead happy 	0	0	0	[0.013052978552877903, 0.06464806944131851, 0.018303748220205307, 0.018586445599794388, 0.012838936410844326, 0.012628708966076374, 0.013052978552877903, 0.09264452010393143, 0.09078541398048401, 0.012648151256144047, 0.09307419508695602, 0.062287021428346634, 0.09307006746530533, 0.07155455648899078, 0.09264452010393143, 0.08991357684135437, 0.029493113979697227, 0.013131232000887394, 0.012997342273592949, 0.09264452010393143]	[0.01726892963051796, 0.12760108709335327, 0.01726892963051796, 0.01726892963051796, 0.1269124150276184, 0.1209026351571083, 0.01726892963051796, 0.12760108709335327, 0.01726892963051796, 0.01726892963051796, 0.12760108709335327, 0.01726892963051796, 0.01726892963051796, 0.12760108709335327, 0.01726892963051796, 0.01726892963051796, 0.01726892963051796, 0.01726892963051796, 0.017284274101257324, 0.01726892963051796]
so a ' friend ' do not have time to talk to me , but have time to talk to other people . lovely .	0	0	0	[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]	[0.0238841213285923, 0.17245428264141083, 0.023339148610830307, 0.02333945780992508, 0.023339148610830307, 0.023339148610830307, 0.17245428264141083, 0.023339148610830307, 0.023339148610830307, 0.023384304717183113, 0.023339148610830307, 0.023339148610830307, 0.023339148610830307, 0.023339176550507545, 0.023339154198765755, 0.02686796896159649, 0.17245256900787354, 0.023339148610830307, 0.023339148610830307, 0.10509312152862549]
user how ' d you do that ? hahaha	0	0	0	[0.11125335842370987, 0.023721585050225258, 0.026575952768325806, 0.027798635885119438, 0.03042062744498253, 0.10370653122663498, 0.01818138360977173, 0.11025519669055939, 0.11091074347496033, 0.04911668598651886, 0.026575952768325806, 0.11123718321323395, 0.015076538547873497, 0.015059111639857292, 0.015522714704275131, 0.018267780542373657, 0.015114192850887775, 0.026575952768325806, 0.11091074347496033, 0.03371920809149742]	[0.22542403638362885, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508577823638916, 0.030508248135447502, 0.22542698681354523, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502]
user reply via bbm ya renee hihi	0	1	1	[0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.1002240777015686, 0.03725096955895424, 0.10125863552093506, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.10124307870864868, 0.03725096955895424, 0.10125863552093506, 0.03725096955895424]	[0.11613781750202179, 0.03980828449130058, 0.01571805216372013, 0.01571805216372013, 0.01571805216372013, 0.01571805216372013, 0.11614156514406204, 0.11614156514406204, 0.11614156514406204, 0.015718581154942513, 0.01571805216372013, 0.01571805216372013, 0.11606333404779434, 0.015718067064881325, 0.01571805216372013, 0.01571805216372013, 0.0748077929019928, 0.01571805216372013, 0.11614083498716354, 0.01571805216372013]
thank god i invest in an umbrella this year .	0	0	0	[0.051214639097452164, 0.05121464654803276, 0.051211725920438766, 0.05110587552189827, 0.05121467262506485, 0.05042393505573273, 0.051214028149843216, 0.05119339004158974, 0.05121467262506485, 0.05105811357498169, 0.05117518827319145, 0.030180566012859344, 0.05121467262506485, 0.05094010755419731, 0.051213234663009644, 0.051064662635326385, 0.05117902532219887, 0.05112437903881073, 0.04962918907403946, 0.051213234663009644]	[0.18863408267498016, 0.02552884630858898, 0.18862922489643097, 0.02552884630858898, 0.02552884630858898, 0.18863408267498016, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02564089559018612, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898]
skim breast milk be one of the true perk of be a nicu nurse	0	0	0	[0.1806560754776001, 0.1806560754776001, 0.02655215747654438, 0.024449139833450317, 0.024449139833450317, 0.024449193850159645, 0.024472398683428764, 0.0299421064555645, 0.024449851363897324, 0.024799110367894173, 0.03397601842880249, 0.024449404329061508, 0.024755658581852913, 0.04104231297969818, 0.029172707349061966, 0.024449139833450317, 0.17956651747226715, 0.024516677483916283, 0.024449169635772705, 0.028747139498591423]	[0.12899339199066162, 0.12899339199066162, 0.12899339199066162, 0.017457356676459312, 0.017457356676459312, 0.11062957346439362, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.12899339199066162, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.12899339199066162, 0.017457356676459312, 0.017457356676459312, 0.017457356676459312, 0.017457617446780205, 0.017457356676459312]
user if your dad will let you sit there fade poster	0	0	0	[0.11125335842370987, 0.023721585050225258, 0.026575952768325806, 0.027798635885119438, 0.03042062744498253, 0.10370653122663498, 0.01818138360977173, 0.11025519669055939, 0.11091074347496033, 0.04911668598651886, 0.026575952768325806, 0.11123718321323395, 0.015076538547873497, 0.015059111639857292, 0.015522714704275131, 0.018267780542373657, 0.015114192850887775, 0.026575952768325806, 0.11091074347496033, 0.03371920809149742]	[0.22542403638362885, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508577823638916, 0.030508248135447502, 0.22542698681354523, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502, 0.030508248135447502]
they need to bring back the kwik - e - mart . lls	0	0	0	[0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806]	[0.0238841213285923, 0.17245428264141083, 0.023339148610830307, 0.02333945780992508, 0.023339148610830307, 0.023339148610830307, 0.17245428264141083, 0.023339148610830307, 0.023339148610830307, 0.023384304717183113, 0.023339148610830307, 0.023339148610830307, 0.023339148610830307, 0.023339176550507545, 0.023339154198765755, 0.02686796896159649, 0.17245256900787354, 0.023339148610830307, 0.023339148610830307, 0.10509312152862549]
so happy to be at work	1	1	1	[0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.1002240777015686, 0.03725096955895424, 0.10125863552093506, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.03725096955895424, 0.10124307870864868, 0.03725096955895424, 0.10125863552093506, 0.03725096955895424]	[0.11613781750202179, 0.03980828449130058, 0.01571805216372013, 0.01571805216372013, 0.01571805216372013, 0.01571805216372013, 0.11614156514406204, 0.11614156514406204, 0.11614156514406204, 0.015718581154942513, 0.01571805216372013, 0.01571805216372013, 0.11606333404779434, 0.015718067064881325, 0.01571805216372013, 0.01571805216372013, 0.0748077929019928, 0.01571805216372013, 0.11614083498716354, 0.01571805216372013]
user good job only me and you know what that mean lol	0	1	1	[0.018940674141049385, 0.1399535983800888, 0.01894066296517849, 0.019003400579094887, 0.13921897113323212, 0.0223578829318285, 0.018940741196274757, 0.018940849229693413, 0.01894065923988819, 0.01947852037847042, 0.018941357731819153, 0.13949516415596008, 0.12834592163562775, 0.01894065923988819, 0.01894065923988819, 0.020311860367655754, 0.01894065923988819, 0.018942715600132942, 0.1399535983800888, 0.04247139394283295]	[0.12575195729732513, 0.12575195729732513, 0.12575192749500275, 0.017018677666783333, 0.12575195729732513, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.024245213717222214, 0.017018677666783333, 0.017018677666783333, 0.017018677666783333, 0.12575195729732513, 0.12575195729732513]
user and 3 gallon of seeman	0	0	0	[0.01592100039124489, 0.06017937511205673, 0.0674743801355362, 0.06747882813215256, 0.06747882813215256, 0.010877681896090508, 0.06747860461473465, 0.06747880578041077, 0.0091323247179389, 0.011186433956027031, 0.06747882813215256, 0.01030292920768261, 0.05938407778739929, 0.013487542048096657, 0.06745721399784088, 0.06739214807748795, 0.06737909466028214, 0.06747882813215256, 0.0674743801355362, 0.06747882813215256]	[0.013923963531851768, 0.1028779000043869, 0.013923009857535362, 0.013943562284111977, 0.013923009857535362, 0.1028779000043869, 0.1028779000043869, 0.013923009857535362, 0.1028779000043869, 0.013923009857535362, 0.0238020159304142, 0.013923009857535362, 0.1028779000043869, 0.013923009857535362, 0.013923009857535362, 0.013923009857535362, 0.013923009857535362, 0.1028779000043869, 0.1028779000043869, 0.1028779000043869]
user user i think it be our amazing teacher	0	0	0	[0.051214639097452164, 0.05121464654803276, 0.051211725920438766, 0.05110587552189827, 0.05121467262506485, 0.05042393505573273, 0.051214028149843216, 0.05119339004158974, 0.05121467262506485, 0.05105811357498169, 0.05117518827319145, 0.030180566012859344, 0.05121467262506485, 0.05094010755419731, 0.051213234663009644, 0.051064662635326385, 0.05117902532219887, 0.05112437903881073, 0.04962918907403946, 0.051213234663009644]	[0.18863408267498016, 0.02552884630858898, 0.18862922489643097, 0.02552884630858898, 0.02552884630858898, 0.18863408267498016, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02564089559018612, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898, 0.02552884630858898]
